"","...1","nhood_month_year","avg_rent.mq","month","year","nhood","d"
"636",636,"2 2012 bernal",2.78186845989103,2,2012,"bernal",2012-02-01
"637",637,"2 2012 candlestick point",2.43332100033726,2,2012,"candlestick point",2012-02-01
"638",638,"2 2012 castro",2.6007061426089,2,2012,"castro",2012-02-01
"639",639,"2 2012 CCSF",2.79187975371242,2,2012,"CCSF",2012-02-01
"640",640,"2 2012 civic / van ness",3.43017060085237,2,2012,"civic / van ness",2012-02-01
"641",641,"2 2012 cole valley",3.0321632996633,2,2012,"cole valley",2012-02-01
"642",642,"2 2012 diamond heights",3.06526128004786,2,2012,"diamond heights",2012-02-01
"643",643,"2 2012 downtown",3.66853322962958,2,2012,"downtown",2012-02-01
"644",644,"2 2012 excelsior / outer mission",2.41208333333333,2,2012,"excelsior / outer mission",2012-02-01
"645",645,"2 2012 financial district",4.34826233530154,2,2012,"financial district",2012-02-01
"646",646,"2 2012 glen park",2.46409403112084,2,2012,"glen park",2012-02-01
"647",647,"2 2012 haight ashbury",4.01666666666667,2,2012,"haight ashbury",2012-02-01
"648",648,"2 2012 hayes valley",2.43579483842984,2,2012,"hayes valley",2012-02-01
"649",649,"2 2012 ingleside",2.31666884148775,2,2012,"ingleside",2012-02-01
"650",650,"2 2012 inner richmond",2.24944239991078,2,2012,"inner richmond",2012-02-01
"651",651,"2 2012 inner sunset",2.85949707847412,2,2012,"inner sunset",2012-02-01
"652",652,"2 2012 lakeshore",2.18830669330669,2,2012,"lakeshore",2012-02-01
"653",653,"2 2012 lower haight",1.74520069808028,2,2012,"lower haight",2012-02-01
"654",654,"2 2012 lower pac hts",3.70106695747834,2,2012,"lower pac hts",2012-02-01
"655",655,"2 2012 marina / cow hollow",3.16001584934051,2,2012,"marina / cow hollow",2012-02-01
"656",656,"2 2012 mission district",2.46463833367244,2,2012,"mission district",2012-02-01
"657",657,"2 2012 nob hill",3.43238326987565,2,2012,"nob hill",2012-02-01
"658",658,"2 2012 noe valley",2.63236286796018,2,2012,"noe valley",2012-02-01
"659",659,"2 2012 NOPA",2.1875,2,2012,"NOPA",2012-02-01
"660",660,"2 2012 north beach / telegraph hill",3.57051937532641,2,2012,"north beach / telegraph hill",2012-02-01
"661",661,"2 2012 outer richmond",1.84646464646465,2,2012,"outer richmond",2012-02-01
"662",662,"2 2012 outer sunset",1.94384697962259,2,2012,"outer sunset",2012-02-01
"663",663,"2 2012 pacific heights",3.66142026502069,2,2012,"pacific heights",2012-02-01
"664",664,"2 2012 parkside",1.85592856148696,2,2012,"parkside",2012-02-01
"665",665,"2 2012 portola",2.64303245353701,2,2012,"portola",2012-02-01
"666",666,"2 2012 potrero hill",3.05697692314372,2,2012,"potrero hill",2012-02-01
"667",667,"2 2012 presidio hts / laurel hts / lake st",3.53871023633205,2,2012,"presidio hts / laurel hts / lake st",2012-02-01
"668",668,"2 2012 russian hill",3.35901722672544,2,2012,"russian hill",2012-02-01
"669",669,"2 2012 san francisco",2.09082748425777,2,2012,"san francisco",2012-02-01
"670",670,"2 2012 sea cliff",2.37825946792,2,2012,"sea cliff",2012-02-01
"671",671,"2 2012 SOMA / south beach",3.96603271795308,2,2012,"SOMA / south beach",2012-02-01
"672",672,"2 2012 tenderloin",2.50685185185185,2,2012,"tenderloin",2012-02-01
"673",673,"2 2012 twin peaks",2.69230769230769,2,2012,"twin peaks",2012-02-01
"674",674,"2 2012 USF / anza vista",2.97953081232493,2,2012,"USF / anza vista",2012-02-01
"675",675,"2 2012 visitacion valley",1.60592292229847,2,2012,"visitacion valley",2012-02-01
"676",676,"2 2012 west portal / forest hills",2.2232153254984,2,2012,"west portal / forest hills",2012-02-01
"677",677,"2 2012 western addition",2.36754112835766,2,2012,"western addition",2012-02-01
"678",678,"2 2013 outer sunset",3.69791666666667,2,2013,"outer sunset",2013-02-01
"679",679,"2 2013 san francisco",2.27358291898216,2,2013,"san francisco",2013-02-01
"680",680,"2 2014 bayview",2,2,2014,"bayview",2014-02-01
"681",681,"2 2014 castro",2.8,2,2014,"castro",2014-02-01
"682",682,"2 2014 CCSF",3.21951219512195,2,2014,"CCSF",2014-02-01
"683",683,"2 2014 civic / van ness",4.29634093760335,2,2014,"civic / van ness",2014-02-01
"684",684,"2 2014 cole valley",2.96969696969697,2,2014,"cole valley",2014-02-01
"685",685,"2 2014 diamond heights",4.01507537688442,2,2014,"diamond heights",2014-02-01
"686",686,"2 2014 excelsior / outer mission",5.43181818181818,2,2014,"excelsior / outer mission",2014-02-01
"687",687,"2 2014 financial district",2.21875,2,2014,"financial district",2014-02-01
"688",688,"2 2014 haight ashbury",2.96969696969697,2,2014,"haight ashbury",2014-02-01
"689",689,"2 2014 ingleside",2.70311460164726,2,2014,"ingleside",2014-02-01
"690",690,"2 2014 inner richmond",3.30769230769231,2,2014,"inner richmond",2014-02-01
"691",691,"2 2014 inner sunset",2.38461538461538,2,2014,"inner sunset",2014-02-01
"692",692,"2 2014 lakeshore",2.43243243243243,2,2014,"lakeshore",2014-02-01
"693",693,"2 2014 lower pac hts",3.58931552587646,2,2014,"lower pac hts",2014-02-01
"694",694,"2 2014 marina / cow hollow",3.56619576548402,2,2014,"marina / cow hollow",2014-02-01
"695",695,"2 2014 mission district",4.37626262626262,2,2014,"mission district",2014-02-01
"696",696,"2 2014 nob hill",4.89649097291835,2,2014,"nob hill",2014-02-01
"697",697,"2 2014 noe valley",6.29624735729387,2,2014,"noe valley",2014-02-01
"698",698,"2 2014 pacific heights",2.9656862745098,2,2014,"pacific heights",2014-02-01
"699",699,"2 2014 parkside",2.77391304347826,2,2014,"parkside",2014-02-01
"700",700,"2 2014 potrero hill",2.81305607283261,2,2014,"potrero hill",2014-02-01
"701",701,"2 2014 sea cliff",1.94846014492753,2,2014,"sea cliff",2014-02-01
"702",702,"2 2014 SOMA / south beach",4.453203118921,2,2014,"SOMA / south beach",2014-02-01
"703",703,"2 2014 western addition",4.5,2,2014,"western addition",2014-02-01
"704",704,"2 2015 financial district",4.76856435643564,2,2015,"financial district",2015-02-01
"705",705,"2 2015 hayes valley",4.04085257548845,2,2015,"hayes valley",2015-02-01
"706",706,"2 2015 marina / cow hollow",3.75,2,2015,"marina / cow hollow",2015-02-01
"707",707,"2 2015 russian hill",3.3591123066577,2,2015,"russian hill",2015-02-01
"708",708,"2 2015 SOMA / south beach",3.96926454445664,2,2015,"SOMA / south beach",2015-02-01
"709",709,"2 2016 bayview",2.73332445746239,2,2016,"bayview",2016-02-01
"710",710,"2 2016 bernal",3.36086711711712,2,2016,"bernal",2016-02-01
"711",711,"2 2016 castro",3.87815554651776,2,2016,"castro",2016-02-01
"712",712,"2 2016 CCSF",3.85672250583918,2,2016,"CCSF",2016-02-01
"713",713,"2 2016 civic / van ness",5.01110124909449,2,2016,"civic / van ness",2016-02-01
"714",714,"2 2016 cole valley",2.5,2,2016,"cole valley",2016-02-01
"715",715,"2 2016 downtown",3.62488775815624,2,2016,"downtown",2016-02-01
"716",716,"2 2016 excelsior / outer mission",1.90953242094025,2,2016,"excelsior / outer mission",2016-02-01
"717",717,"2 2016 financial district",4.69299007420388,2,2016,"financial district",2016-02-01
"718",718,"2 2016 glen park",3.42642857142857,2,2016,"glen park",2016-02-01
"719",719,"2 2016 haight ashbury",3.5830997196636,2,2016,"haight ashbury",2016-02-01
"720",720,"2 2016 hayes valley",4.28644905485321,2,2016,"hayes valley",2016-02-01
"721",721,"2 2016 inner richmond",4.14088407292742,2,2016,"inner richmond",2016-02-01
"722",722,"2 2016 inner sunset",3.9886548761166,2,2016,"inner sunset",2016-02-01
"723",723,"2 2016 lakeshore",2.40740740740741,2,2016,"lakeshore",2016-02-01
"724",724,"2 2016 lower haight",3.88660316657027,2,2016,"lower haight",2016-02-01
"725",725,"2 2016 lower pac hts",4.2931498004807,2,2016,"lower pac hts",2016-02-01
"726",726,"2 2016 marina / cow hollow",5.13125,2,2016,"marina / cow hollow",2016-02-01
"727",727,"2 2016 mission district",4.19313970826396,2,2016,"mission district",2016-02-01
"728",728,"2 2016 nob hill",4.99002518450073,2,2016,"nob hill",2016-02-01
"729",729,"2 2016 noe valley",4.30143201243201,2,2016,"noe valley",2016-02-01
"730",730,"2 2016 NOPA",4.28117666421407,2,2016,"NOPA",2016-02-01
"731",731,"2 2016 north beach / telegraph hill",4.34676647897605,2,2016,"north beach / telegraph hill",2016-02-01
"732",732,"2 2016 outer sunset",3.20906569974255,2,2016,"outer sunset",2016-02-01
"733",733,"2 2016 pacific heights",4.5282913452293,2,2016,"pacific heights",2016-02-01
"734",734,"2 2016 parkside",2.7471048513302,2,2016,"parkside",2016-02-01
"735",735,"2 2016 portola",2.66666666666667,2,2016,"portola",2016-02-01
"736",736,"2 2016 potrero hill",5.02284269071377,2,2016,"potrero hill",2016-02-01
"737",737,"2 2016 presidio hts / laurel hts / lake st",4.72524154589373,2,2016,"presidio hts / laurel hts / lake st",2016-02-01
"738",738,"2 2016 russian hill",4.6453356598153,2,2016,"russian hill",2016-02-01
"739",739,"2 2016 san francisco",3.49473270318362,2,2016,"san francisco",2016-02-01
"740",740,"2 2016 sea cliff",2.74654869044531,2,2016,"sea cliff",2016-02-01
"741",741,"2 2016 SOMA / south beach",4.61466354993637,2,2016,"SOMA / south beach",2016-02-01
"742",742,"2 2016 tenderloin",5.34172494172494,2,2016,"tenderloin",2016-02-01
"743",743,"2 2016 treasure island",5.43108808290155,2,2016,"treasure island",2016-02-01
"744",744,"2 2016 twin peaks",2.79742271792387,2,2016,"twin peaks",2016-02-01
"745",745,"2 2016 USF / anza vista",4.16666666666667,2,2016,"USF / anza vista",2016-02-01
"746",746,"2 2016 visitacion valley",5,2,2016,"visitacion valley",2016-02-01
"747",747,"2 2016 west portal / forest hills",3.21549201899017,2,2016,"west portal / forest hills",2016-02-01
"748",748,"2 2016 western addition",0.89041095890411,2,2016,"western addition",2016-02-01
"749",749,"2 2017 alamo square",4.49285714285714,2,2017,"alamo square",2017-02-01
"750",750,"2 2017 ingleside",3.81818181818182,2,2017,"ingleside",2017-02-01
"751",751,"2 2017 lower haight",4.49285714285714,2,2017,"lower haight",2017-02-01
"752",752,"2 2017 marina / cow hollow",3.995,2,2017,"marina / cow hollow",2017-02-01
"753",753,"2 2017 nob hill",3.25,2,2017,"nob hill",2017-02-01
"754",754,"2 2017 pacific heights",4.70173058773059,2,2017,"pacific heights",2017-02-01
"755",755,"2 2017 SOMA / south beach",5.27972027972028,2,2017,"SOMA / south beach",2017-02-01
"756",756,"2 2018 alamo square",3.46666666666667,2,2018,"alamo square",2018-02-01
"757",757,"2 2018 bayview",3.53509434865164,2,2018,"bayview",2018-02-01
"758",758,"2 2018 bernal",4.34498198661863,2,2018,"bernal",2018-02-01
"759",759,"2 2018 castro",4.11538461538461,2,2018,"castro",2018-02-01
"760",760,"2 2018 civic / van ness",5.15171093206008,2,2018,"civic / van ness",2018-02-01
"761",761,"2 2018 cole valley",4.23076923076923,2,2018,"cole valley",2018-02-01
"762",762,"2 2018 excelsior / outer mission",4.15252525252525,2,2018,"excelsior / outer mission",2018-02-01
"763",763,"2 2018 glen park",3.23333333333333,2,2018,"glen park",2018-02-01
"764",764,"2 2018 haight ashbury",3.76470588235294,2,2018,"haight ashbury",2018-02-01
"765",765,"2 2018 hayes valley",5.32218971756191,2,2018,"hayes valley",2018-02-01
"766",766,"2 2018 ingleside",3.34466539736267,2,2018,"ingleside",2018-02-01
"767",767,"2 2018 inner richmond",3.7037037037037,2,2018,"inner richmond",2018-02-01
"768",768,"2 2018 lakeshore",3.13333333333333,2,2018,"lakeshore",2018-02-01
"769",769,"2 2018 lower pac hts",5.40213333333334,2,2018,"lower pac hts",2018-02-01
"770",770,"2 2018 marina / cow hollow",4.26392045454546,2,2018,"marina / cow hollow",2018-02-01
"771",771,"2 2018 mission district",4.27475,2,2018,"mission district",2018-02-01
"772",772,"2 2018 nob hill",4.84273881503938,2,2018,"nob hill",2018-02-01
"773",773,"2 2018 noe valley",5.82246376811595,2,2018,"noe valley",2018-02-01
"774",774,"2 2018 outer sunset",4.9855475729601,2,2018,"outer sunset",2018-02-01
"775",775,"2 2018 pacific heights",4.5079853069165,2,2018,"pacific heights",2018-02-01
"776",776,"2 2018 parkside",3.92857142857143,2,2018,"parkside",2018-02-01
"777",777,"2 2018 portola",2.68292682926829,2,2018,"portola",2018-02-01
"778",778,"2 2018 potrero hill",4.37598257356488,2,2018,"potrero hill",2018-02-01
"779",779,"2 2018 russian hill",5.18676398789181,2,2018,"russian hill",2018-02-01
"780",780,"2 2018 san francisco",2.25,2,2018,"san francisco",2018-02-01
"781",781,"2 2018 sea cliff",3.53981481481481,2,2018,"sea cliff",2018-02-01
"782",782,"2 2018 SOMA / south beach",5.30289358595882,2,2018,"SOMA / south beach",2018-02-01
"783",783,"2 2018 twin peaks",6.39558232931727,2,2018,"twin peaks",2018-02-01
"784",784,"2 2018 visitacion valley",4.35294117647059,2,2018,"visitacion valley",2018-02-01
"785",785,"3 2011 san francisco",2.32258064516129,3,2011,"san francisco",2011-03-01
"786",786,"3 2012 alamo square",3.4219394714974,3,2012,"alamo square",2012-03-01
"787",787,"3 2012 bayview",1.64818513728067,3,2012,"bayview",2012-03-01
"788",788,"3 2012 bernal",2.41158054908055,3,2012,"bernal",2012-03-01
"789",789,"3 2012 candlestick point",2.33856213717991,3,2012,"candlestick point",2012-03-01
"790",790,"3 2012 castro",3.59656211836786,3,2012,"castro",2012-03-01
"791",791,"3 2012 CCSF",2.29885701094842,3,2012,"CCSF",2012-03-01
"792",792,"3 2012 civic / van ness",3.39327545924131,3,2012,"civic / van ness",2012-03-01
"793",793,"3 2012 cole valley",2.8707921819817,3,2012,"cole valley",2012-03-01
"794",794,"3 2012 diamond heights",2.62675805561888,3,2012,"diamond heights",2012-03-01
"795",795,"3 2012 downtown",1.85887598786331,3,2012,"downtown",2012-03-01
"796",796,"3 2012 excelsior / outer mission",2.04245684731405,3,2012,"excelsior / outer mission",2012-03-01
"797",797,"3 2012 financial district",4.85127333751596,3,2012,"financial district",2012-03-01
"798",798,"3 2012 glen park",2.05060307214153,3,2012,"glen park",2012-03-01
"799",799,"3 2012 haight ashbury",3.19155907668231,3,2012,"haight ashbury",2012-03-01
"800",800,"3 2012 hayes valley",3.68772675030464,3,2012,"hayes valley",2012-03-01
"801",801,"3 2012 ingleside",2.49634839208293,3,2012,"ingleside",2012-03-01
"802",802,"3 2012 inner richmond",2.54194158782394,3,2012,"inner richmond",2012-03-01
"803",803,"3 2012 inner sunset",2.7440302788008,3,2012,"inner sunset",2012-03-01
"804",804,"3 2012 lakeshore",1.86666666666667,3,2012,"lakeshore",2012-03-01
"805",805,"3 2012 lower haight",2.33545647558386,3,2012,"lower haight",2012-03-01
"806",806,"3 2012 lower pac hts",3.42496190570452,3,2012,"lower pac hts",2012-03-01
"807",807,"3 2012 marina / cow hollow",3.59189121332314,3,2012,"marina / cow hollow",2012-03-01
"808",808,"3 2012 mission district",2.68238278725974,3,2012,"mission district",2012-03-01
"809",809,"3 2012 nob hill",3.13006160307631,3,2012,"nob hill",2012-03-01
"810",810,"3 2012 noe valley",2.96059386948455,3,2012,"noe valley",2012-03-01
"811",811,"3 2012 NOPA",2.375,3,2012,"NOPA",2012-03-01
"812",812,"3 2012 north beach / telegraph hill",3.54613235780474,3,2012,"north beach / telegraph hill",2012-03-01
"813",813,"3 2012 outer richmond",1.73529411764706,3,2012,"outer richmond",2012-03-01
"814",814,"3 2012 outer sunset",2.11667504653377,3,2012,"outer sunset",2012-03-01
"815",815,"3 2012 pacific heights",3.3683068608976,3,2012,"pacific heights",2012-03-01
"816",816,"3 2012 parkside",2.0903145545022,3,2012,"parkside",2012-03-01
"817",817,"3 2012 portola",2.04958560904852,3,2012,"portola",2012-03-01
"818",818,"3 2012 potrero hill",2.59905928452068,3,2012,"potrero hill",2012-03-01
"819",819,"3 2012 presidio hts / laurel hts / lake st",3.00199232444446,3,2012,"presidio hts / laurel hts / lake st",2012-03-01
"820",820,"3 2012 russian hill",3.57466302906604,3,2012,"russian hill",2012-03-01
"821",821,"3 2012 san francisco",1.80609810019832,3,2012,"san francisco",2012-03-01
"822",822,"3 2012 sea cliff",2.23500537438671,3,2012,"sea cliff",2012-03-01
"823",823,"3 2012 SOMA / south beach",3.83340413360195,3,2012,"SOMA / south beach",2012-03-01
"824",824,"3 2012 tenderloin",3.10833333333333,3,2012,"tenderloin",2012-03-01
"825",825,"3 2012 twin peaks",1.5,3,2012,"twin peaks",2012-03-01
"826",826,"3 2012 USF / anza vista",2.00456778749434,3,2012,"USF / anza vista",2012-03-01
"827",827,"3 2012 visitacion valley",2.15606936416185,3,2012,"visitacion valley",2012-03-01
"828",828,"3 2012 west portal / forest hills",2.11773523482296,3,2012,"west portal / forest hills",2012-03-01
"829",829,"3 2012 western addition",2.9125,3,2012,"western addition",2012-03-01
"830",830,"3 2015 alamo square",4.1,3,2015,"alamo square",2015-03-01
"831",831,"3 2015 bayview",2.60665811262435,3,2015,"bayview",2015-03-01
"832",832,"3 2015 bernal",5.3149761307151,3,2015,"bernal",2015-03-01
"833",833,"3 2015 castro",4.71150929649706,3,2015,"castro",2015-03-01
"834",834,"3 2015 CCSF",3.31578947368421,3,2015,"CCSF",2015-03-01
"835",835,"3 2015 civic / van ness",4.15972469038974,3,2015,"civic / van ness",2015-03-01
"836",836,"3 2015 diamond heights",3.88750475465956,3,2015,"diamond heights",2015-03-01
"837",837,"3 2015 excelsior / outer mission",2.91666666666667,3,2015,"excelsior / outer mission",2015-03-01
"838",838,"3 2015 financial district",5.07841093017045,3,2015,"financial district",2015-03-01
"839",839,"3 2015 haight ashbury",3.34801762114537,3,2015,"haight ashbury",2015-03-01
"840",840,"3 2015 hayes valley",6.14943017048931,3,2015,"hayes valley",2015-03-01
"841",841,"3 2015 ingleside",3.17886639335972,3,2015,"ingleside",2015-03-01
"842",842,"3 2015 inner richmond",3.61398287385129,3,2015,"inner richmond",2015-03-01
"843",843,"3 2015 inner sunset",4.24782550253914,3,2015,"inner sunset",2015-03-01
"844",844,"3 2015 lakeshore",3.59474412171508,3,2015,"lakeshore",2015-03-01
"845",845,"3 2015 lower pac hts",4.47016112096194,3,2015,"lower pac hts",2015-03-01
"846",846,"3 2015 marina / cow hollow",4.22337168239276,3,2015,"marina / cow hollow",2015-03-01
"847",847,"3 2015 mission district",5.09975833048248,3,2015,"mission district",2015-03-01
"848",848,"3 2015 nob hill",4.88705969648622,3,2015,"nob hill",2015-03-01
"849",849,"3 2015 noe valley",3.80066947413886,3,2015,"noe valley",2015-03-01
"850",850,"3 2015 north beach / telegraph hill",3.63478697952611,3,2015,"north beach / telegraph hill",2015-03-01
"851",851,"3 2015 outer sunset",2.8218961352657,3,2015,"outer sunset",2015-03-01
"852",852,"3 2015 pacific heights",4.89218161518752,3,2015,"pacific heights",2015-03-01
"853",853,"3 2015 parkside",2.74619021459994,3,2015,"parkside",2015-03-01
"854",854,"3 2015 portola",2.68949468085107,3,2015,"portola",2015-03-01
"855",855,"3 2015 potrero hill",4.83058455231116,3,2015,"potrero hill",2015-03-01
"856",856,"3 2015 presidio hts / laurel hts / lake st",4.802926463346,3,2015,"presidio hts / laurel hts / lake st",2015-03-01
"857",857,"3 2015 russian hill",5.21440074808281,3,2015,"russian hill",2015-03-01
"858",858,"3 2015 san francisco",2.31525505227097,3,2015,"san francisco",2015-03-01
"859",859,"3 2015 sea cliff",3.03095066927972,3,2015,"sea cliff",2015-03-01
"860",860,"3 2015 SOMA / south beach",5.10140529940517,3,2015,"SOMA / south beach",2015-03-01
"861",861,"3 2015 tenderloin",3.24622531939605,3,2015,"tenderloin",2015-03-01
"862",862,"3 2015 twin peaks",4.36162698412698,3,2015,"twin peaks",2015-03-01
"863",863,"3 2015 visitacion valley",2.89833333333333,3,2015,"visitacion valley",2015-03-01
"864",864,"3 2015 west portal / forest hills",4.6875,3,2015,"west portal / forest hills",2015-03-01
"865",865,"3 2016 bayview",2.83369560590949,3,2016,"bayview",2016-03-01
"866",866,"3 2016 bernal",3.16388888888889,3,2016,"bernal",2016-03-01
"867",867,"3 2016 castro",5.00194896209803,3,2016,"castro",2016-03-01
"868",868,"3 2016 CCSF",3.74835214227578,3,2016,"CCSF",2016-03-01
"869",869,"3 2016 civic / van ness",4.73612334980715,3,2016,"civic / van ness",2016-03-01
"870",870,"3 2016 cole valley",4.1,3,2016,"cole valley",2016-03-01
"871",871,"3 2016 downtown",2.32537313432836,3,2016,"downtown",2016-03-01
"872",872,"3 2016 excelsior / outer mission",3.48128350815851,3,2016,"excelsior / outer mission",2016-03-01
"873",873,"3 2016 financial district",4.99599358974359,3,2016,"financial district",2016-03-01
"874",874,"3 2016 glen park",3.8,3,2016,"glen park",2016-03-01
"875",875,"3 2016 haight ashbury",4.07300150829563,3,2016,"haight ashbury",2016-03-01
"876",876,"3 2016 hayes valley",4.61692215877515,3,2016,"hayes valley",2016-03-01
"877",877,"3 2016 inner richmond",3.59869046777265,3,2016,"inner richmond",2016-03-01
"878",878,"3 2016 inner sunset",4.28480022292732,3,2016,"inner sunset",2016-03-01
"879",879,"3 2016 lakeshore",6.76470588235294,3,2016,"lakeshore",2016-03-01
"880",880,"3 2016 lower haight",5.26670698924731,3,2016,"lower haight",2016-03-01
"881",881,"3 2016 lower pac hts",4.58943673289201,3,2016,"lower pac hts",2016-03-01
"882",882,"3 2016 marina / cow hollow",4.12069713449272,3,2016,"marina / cow hollow",2016-03-01
"883",883,"3 2016 mission district",3.98071685040633,3,2016,"mission district",2016-03-01
"884",884,"3 2016 nob hill",5.46342041983516,3,2016,"nob hill",2016-03-01
"885",885,"3 2016 noe valley",4.90747916666667,3,2016,"noe valley",2016-03-01
"886",886,"3 2016 NOPA",3.97849383296865,3,2016,"NOPA",2016-03-01
"887",887,"3 2016 north beach / telegraph hill",4.51713173557834,3,2016,"north beach / telegraph hill",2016-03-01
"888",888,"3 2016 outer sunset",2.558,3,2016,"outer sunset",2016-03-01
"889",889,"3 2016 pacific heights",4.46281489779995,3,2016,"pacific heights",2016-03-01
"890",890,"3 2016 parkside",3.82581196581196,3,2016,"parkside",2016-03-01
"891",891,"3 2016 portola",4.625,3,2016,"portola",2016-03-01
"892",892,"3 2016 potrero hill",4.71713284393899,3,2016,"potrero hill",2016-03-01
"893",893,"3 2016 presidio hts / laurel hts / lake st",4.88148148148148,3,2016,"presidio hts / laurel hts / lake st",2016-03-01
"894",894,"3 2016 russian hill",3.88669904298138,3,2016,"russian hill",2016-03-01
"895",895,"3 2016 san francisco",3.15898814961715,3,2016,"san francisco",2016-03-01
"896",896,"3 2016 sea cliff",2.75116095966322,3,2016,"sea cliff",2016-03-01
"897",897,"3 2016 SOMA / south beach",4.8147864016593,3,2016,"SOMA / south beach",2016-03-01
"898",898,"3 2016 tenderloin",4.25777252472084,3,2016,"tenderloin",2016-03-01
"899",899,"3 2016 twin peaks",4.31232552943377,3,2016,"twin peaks",2016-03-01
"900",900,"3 2016 visitacion valley",2.24,3,2016,"visitacion valley",2016-03-01
"901",901,"3 2016 west portal / forest hills",2.61233333333333,3,2016,"west portal / forest hills",2016-03-01
"902",902,"3 2016 western addition",3.61940298507463,3,2016,"western addition",2016-03-01
"903",903,"3 2018 castro",4.58742959549411,3,2018,"castro",2018-03-01
"904",904,"3 2018 civic / van ness",5.11416383661361,3,2018,"civic / van ness",2018-03-01
"905",905,"3 2018 cole valley",3.75,3,2018,"cole valley",2018-03-01
"906",906,"3 2018 diamond heights",4.39149560117302,3,2018,"diamond heights",2018-03-01
"907",907,"3 2018 hunters point",4.37601296596434,3,2018,"hunters point",2018-03-01
"908",908,"3 2018 ingleside",3.75,3,2018,"ingleside",2018-03-01
"909",909,"3 2018 lower pac hts",10.1494736842105,3,2018,"lower pac hts",2018-03-01
"910",910,"3 2018 marina / cow hollow",4.16311601642711,3,2018,"marina / cow hollow",2018-03-01
"911",911,"3 2018 mission district",4.05916632387221,3,2018,"mission district",2018-03-01
"912",912,"3 2018 nob hill",4.87374814447965,3,2018,"nob hill",2018-03-01
"913",913,"3 2018 NOPA",3.68421052631579,3,2018,"NOPA",2018-03-01
"914",914,"3 2018 north beach / telegraph hill",4.6,3,2018,"north beach / telegraph hill",2018-03-01
"915",915,"3 2018 outer sunset",3,3,2018,"outer sunset",2018-03-01
"916",916,"3 2018 pacific heights",4,3,2018,"pacific heights",2018-03-01
"917",917,"3 2018 russian hill",5.30577553593947,3,2018,"russian hill",2018-03-01
"918",918,"3 2018 san francisco",3.72356369121075,3,2018,"san francisco",2018-03-01
"919",919,"3 2018 sea cliff",3.48339987714988,3,2018,"sea cliff",2018-03-01
"920",920,"3 2018 SOMA / south beach",4.74406594965299,3,2018,"SOMA / south beach",2018-03-01
"921",921,"3 2018 visitacion valley",2.91388888888889,3,2018,"visitacion valley",2018-03-01
"922",922,"3 2018 west portal / forest hills",2.6,3,2018,"west portal / forest hills",2018-03-01
"923",923,"4 2012 alamo square",4.30122950819672,4,2012,"alamo square",2012-04-01
"924",924,"4 2012 bayview",1.69176564856712,4,2012,"bayview",2012-04-01
"925",925,"4 2012 bernal",3.33067385162708,4,2012,"bernal",2012-04-01
"926",926,"4 2012 candlestick point",2.65810869894666,4,2012,"candlestick point",2012-04-01
"927",927,"4 2012 castro",4.15565110244872,4,2012,"castro",2012-04-01
"928",928,"4 2012 CCSF",2.43461538461538,4,2012,"CCSF",2012-04-01
"929",929,"4 2012 civic / van ness",3.9763528363124,4,2012,"civic / van ness",2012-04-01
"930",930,"4 2012 diamond heights",2.65882781777989,4,2012,"diamond heights",2012-04-01
"931",931,"4 2012 downtown",1.53333333333333,4,2012,"downtown",2012-04-01
"932",932,"4 2012 excelsior / outer mission",2.07493995905041,4,2012,"excelsior / outer mission",2012-04-01
"933",933,"4 2012 financial district",4.41884479635361,4,2012,"financial district",2012-04-01
"934",934,"4 2012 glen park",2.225,4,2012,"glen park",2012-04-01
"935",935,"4 2012 ingleside",2.63218152927747,4,2012,"ingleside",2012-04-01
"936",936,"4 2012 inner richmond",2.17741935483871,4,2012,"inner richmond",2012-04-01
"937",937,"4 2012 inner sunset",2.9270871293338,4,2012,"inner sunset",2012-04-01
"938",938,"4 2012 lower pac hts",3.79391217800599,4,2012,"lower pac hts",2012-04-01
"939",939,"4 2012 marina / cow hollow",3.52805307096005,4,2012,"marina / cow hollow",2012-04-01
"940",940,"4 2012 mission district",2.32035422304388,4,2012,"mission district",2012-04-01
"941",941,"4 2012 nob hill",3.6612370299403,4,2012,"nob hill",2012-04-01
"942",942,"4 2012 noe valley",3.25170250896057,4,2012,"noe valley",2012-04-01
"943",943,"4 2012 north beach / telegraph hill",4.8652797161821,4,2012,"north beach / telegraph hill",2012-04-01
"944",944,"4 2012 outer richmond",1.91666666666667,4,2012,"outer richmond",2012-04-01
"945",945,"4 2012 outer sunset",2.48666299274734,4,2012,"outer sunset",2012-04-01
"946",946,"4 2012 pacific heights",3.5623576978391,4,2012,"pacific heights",2012-04-01
"947",947,"4 2012 parkside",1.66278084291188,4,2012,"parkside",2012-04-01
"948",948,"4 2012 portola",2.44591077195157,4,2012,"portola",2012-04-01
"949",949,"4 2012 potrero hill",2.3937908496732,4,2012,"potrero hill",2012-04-01
"950",950,"4 2012 presidio hts / laurel hts / lake st",2.91666666666667,4,2012,"presidio hts / laurel hts / lake st",2012-04-01
"951",951,"4 2012 russian hill",2.82709516256939,4,2012,"russian hill",2012-04-01
"952",952,"4 2012 san francisco",1.82543928395082,4,2012,"san francisco",2012-04-01
"953",953,"4 2012 sea cliff",2.41828103361732,4,2012,"sea cliff",2012-04-01
"954",954,"4 2012 SOMA / south beach",3.91528404815474,4,2012,"SOMA / south beach",2012-04-01
